symbol,description,industry,sector,market_cap
BCC,Boise Cascade Company,Basic Materials,Lumber & Wood Production,2.44B
AUB,Atlantic Union Bankshares Corporation,Financial,Banks - Regional,3.08B
SRRK,Scholar Rock Holding Corporation,Healthcare,Biotechnology,2.25B
HEI,HEICO Corporation,Industrials,Aerospace & Defense,16.60B
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,63.59B
ALGT,Allegiant Travel Company,Industrials,Airlines,4.37B
NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,2.87B
MEDP,"Medpace Holdings, Inc.",Healthcare,Diagnostics & Research,5.92B
JLL,Jones Lang LaSalle Incorporated,Real Estate,Real Estate Services,9.18B
BOKF,BOK Financial Corporation,Financial,Banks - Regional,6.50B
PAX,Patria Investments Limited,Financial,Asset Management,2.39B
HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,6.20B
CCXI,"ChemoCentryx, Inc.",Healthcare,Biotechnology,4.04B
TAC,TransAlta Corporation,Utilities,Utilities - Independent Power Producers,2.46B
FOCS,Focus Financial Partners Inc.,Financial,Capital Markets,3.52B
CP,Canadian Pacific Railway Limited,Industrials,Railroads,49.64B
WWD,"Woodward, Inc.",Industrials,Aerospace & Defense,7.59B
POWI,"Power Integrations, Inc.",Technology,Semiconductors,5.11B
CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,2.18B
UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,7.28B
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,25.99B
SSD,"Simpson Manufacturing Co., Inc.",Industrials,Building Products & Equipment,4.69B
BKH,Black Hills Corporation,Utilities,Utilities - Diversified,4.06B
AZPN,"Aspen Technology, Inc.",Technology,Software - Application,10.28B
BALY,Bally's Corporation,Consumer Cyclical,Resorts & Casinos,2.28B
LGIH,"LGI Homes, Inc.",Consumer Cyclical,Residential Construction,3.52B
PTVE,Pactiv Evergreen Inc.,Consumer Cyclical,Packaging & Containers,2.92B
HCSG,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,2.22B
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,10.16B
MNRO,"Monro, Inc.",Consumer Cyclical,Auto Parts,2.23B
FIVN,"Five9, Inc.",Technology,Software - Infrastructure,11.39B
MATX,"Matson, Inc.",Industrials,Marine Shipping,3.35B
CDLX,"Cardlytics, Inc.",Communication Services,Internet Content & Information,4.20B
SAIC,Science Applications International Corporation,Technology,Information Technology Services,5.52B
RNST,Renasant Corporation,Financial,Banks - Regional,2.47B
NGM,"NGM Biopharmaceuticals, Inc.",Healthcare,Biotechnology,2.29B
SEIC,SEI Investments Company,Financial,Asset Management,8.62B
NVG,Nuveen AMT-Free Municipal Credit Income Fund,Financial,Asset Management,3.53B
SLF,Sun Life Financial Inc.,Financial,Insurance - Diversified,30.01B
CBSH,"Commerce Bancshares, Inc.",Financial,Banks - Regional,9.17B
IART,Integra LifeSciences Holdings Corporation,Healthcare,Medical Devices,5.79B
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,7.71B
POST,"Post Holdings, Inc.",Consumer Defensive,Packaged Foods,6.69B
FTS,Fortis Inc.,Utilities,Utilities - Regulated Electric,19.81B
CACI,CACI International Inc,Technology,Information Technology Services,6.15B
COLB,"Columbia Banking System, Inc.",Financial,Banks - Regional,3.41B
SGFY,"Signify Health, Inc.",Healthcare,Health Information Services,8.69B
LECO,"Lincoln Electric Holdings, Inc.",Industrials,Tools & Accessories,7.48B
LOPE,"Grand Canyon Education, Inc.",Consumer Defensive,Education & Training Services,5.12B
WAT,Waters Corporation,Healthcare,Diagnostics & Research,17.22B
RETA,"Reata Pharmaceuticals, Inc.",Healthcare,Biotechnology,4.38B
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,17.25B
PHI,PLDT Inc.,Communication Services,Telecom Services,5.93B
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,3.84B
PHG,Koninklijke Philips N.V.,Healthcare,Diagnostics & Research,51.29B
ITT,ITT Inc.,Industrials,Specialty Industrial Machinery,7.59B
ZLAB,Zai Lab Limited,Healthcare,Biotechnology,11.89B
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,2.48B
PSN,Parsons Corporation,Industrials,Specialty Industrial Machinery,3.87B
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,4.60B
LOB,"Live Oak Bancshares, Inc.",Financial,Banks - Regional,2.66B
SSB,South State Corporation,Financial,Banks - Regional,6.19B
MLHR,"Herman Miller, Inc.",Industrials,Business Equipment & Supplies,2.46B
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,21.22B
TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,2.15B
CATY,Cathay General Bancorp,Financial,Banks - Regional,3.35B
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,2.23B
RGA,"Reinsurance Group of America, Incorporated",Financial,Insurance - Reinsurance,9.10B
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,19.63B
ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,5.42B
AX,"Axos Financial, Inc.",Financial,Banks - Regional,3.00B
NGVT,Ingevity Corporation,Basic Materials,Specialty Chemicals,3.39B
PEGA,Pegasystems Inc.,Technology,Software - Application,9.98B
JELD,"JELD-WEN Holding, Inc.",Industrials,Building Products & Equipment,2.98B
LZB,La-Z-Boy Incorporated,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2.05B
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,44.26B
STEP,StepStone Group Inc.,Financial,Asset Management,3.12B
GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,5.83B
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,19.19B
HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services,2.93B
FRPT,"Freshpet, Inc.",Consumer Defensive,Packaged Foods,7.10B
CYBR,CyberArk Software Ltd.,Technology,Software - Infrastructure,5.72B
CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,5.74B
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,7.94B
BLKB,"Blackbaud, Inc.",Technology,Software - Application,3.58B
ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,8.51B
NWE,NorthWestern Corporation,Utilities,Utilities - Diversified,3.19B
ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,4.60B
PRLB,"Proto Labs, Inc.",Industrials,Metal Fabrication,3.80B
CHH,"Choice Hotels International, Inc.",Consumer Cyclical,Lodging,6.18B
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,20.36B
NICE,NICE Ltd.,Technology,Software - Application,14.76B
CRC,California Resources Corporation,Energy,Oil & Gas E&P,2.09B
RH,RH,Consumer Cyclical,Specialty Retail,9.54B
CRH,CRH plc,Basic Materials,Building Materials,37.57B
UCBI,"United Community Banks, Inc.",Financial,Banks - Regional,3.04B
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,15.42B
ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,4.67B
LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,11.43B
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,11.38B
HWC,Hancock Whitney Corporation,Financial,Banks - Regional,3.88B
SNDR,"Schneider National, Inc.",Industrials,Trucking,4.39B
MSCI,MSCI Inc.,Financial,Financial Data & Stock Exchanges,34.11B
DAO,"Youdao, Inc.",Communication Services,Internet Content & Information,4.14B
CTB,Cooper Tire & Rubber Company,Consumer Cyclical,Auto Parts,2.90B
AIMC,Altra Industrial Motion Corp.,Industrials,Specialty Industrial Machinery,4.10B
EVOP,"EVO Payments, Inc.",Technology,Software - Infrastructure,2.43B
SYNA,Synaptics Incorporated,Technology,Semiconductors,4.80B
VSAT,"Viasat, Inc.",Technology,Communication Equipment,3.89B
MTOR,"Meritor, Inc.",Consumer Cyclical,Auto Parts,2.31B
KMPR,Kemper Corporation,Financial,Insurance - Property & Casualty,5.39B
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Healthcare,Biotechnology,4.94B
GFL,GFL Environmental Inc.,Industrials,Waste Management,10.25B
MRTX,"Mirati Therapeutics, Inc.",Healthcare,Biotechnology,9.86B
BXS,BancorpSouth Bank,Financial,Banks - Regional,3.46B
BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,6.00B
SWAV,"ShockWave Medical, Inc.",Healthcare,Medical Devices,4.02B
PLMR,"Palomar Holdings, Inc.",Financial,Insurance - Property & Casualty,2.01B
FCFS,"FirstCash, Inc.",Financial,Credit Services,2.84B
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,14.62B
PAYC,"Paycom Software, Inc.",Technology,Software - Application,24.05B
CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,2.20B
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,15.90B
HI,"Hillenbrand, Inc.",Industrials,Specialty Industrial Machinery,3.84B
IRTC,"iRhythm Technologies, Inc.",Healthcare,Medical Instruments & Supplies,4.21B
LIVN,LivaNova PLC,Healthcare,Medical Devices,3.74B
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,13.37B
SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,2.69B
RS,Reliance Steel & Aluminum Co.,Basic Materials,Steel,9.58B
TCBI,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,4.34B
HEP,"Holly Energy Partners, L.P.",Energy,Oil & Gas Midstream,2.05B
INT,World Fuel Services Corporation,Energy,Oil & Gas Refining & Marketing,2.26B
PSO,Pearson plc,Communication Services,Publishing,8.39B
JAMF,Jamf Holding Corp.,Technology,Software - Application,4.51B
RUSHA,"Rush Enterprises, Inc.",Consumer Cyclical,Auto & Truck Dealerships,2.61B
MC,Moelis & Company,Financial,Capital Markets,3.62B
MEOH,Methanex Corporation,Basic Materials,Chemicals,3.21B
RYAAY,Ryanair Holdings plc,Industrials,Airlines,23.06B
CGEM,"Cullinan Oncology, Inc.",Healthcare,Biotechnology,2.04B
MSP,Datto Holding Corp.,Technology,Software - Application,4.06B
FTAI,Fortress Transportation and Infrastructure Investors LLC,Industrials,Rental & Leasing Services,2.62B
SNN,Smith & Nephew plc,Healthcare,Medical Devices,16.79B
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,79.90B
ATR,"AptarGroup, Inc.",Consumer Cyclical,Packaging & Containers,9.17B
PNFP,"Pinnacle Financial Partners, Inc.",Financial,Banks - Regional,6.86B
INGR,Ingredion Incorporated,Consumer Defensive,Packaged Foods,6.21B
NHI,"National Health Investors, Inc.",Real Estate,REIT - Healthcare Facilities,3.42B
BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,17.00B
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,33.42B
TSE,Trinseo S.A.,Basic Materials,Specialty Chemicals,2.76B
ADV,Advantage Solutions Inc.,Communication Services,Advertising Agencies,3.16B
SLAB,Silicon Laboratories Inc.,Technology,Semiconductors,6.58B
DLB,"Dolby Laboratories, Inc.",Communication Services,Entertainment,10.12B
GWRE,"Guidewire Software, Inc.",Technology,Software - Application,9.03B
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,11.50B
E,Eni S.p.A.,Energy,Oil & Gas Integrated,43.93B
DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,2.95B
NSP,"Insperity, Inc.",Industrials,Staffing & Employment Services,3.42B
BPOP,"Popular, Inc.",Financial,Banks - Regional,6.14B
AXS,AXIS Capital Holdings Limited,Financial,Insurance - Property & Casualty,4.48B
SR,Spire Inc.,Utilities,Utilities - Regulated Gas,3.76B
QTRX,Quanterix Corporation,Healthcare,Medical Devices,2.32B
IEP,Icahn Enterprises L.P.,Industrials,Conglomerates,14.83B
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,4.98B
FUL,H.B. Fuller Company,Basic Materials,Specialty Chemicals,3.14B
MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,12.08B
BOH,Bank of Hawaii Corporation,Financial,Banks - Regional,3.79B
SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,4.67B
MCY,Mercury General Corporation,Financial,Insurance - Property & Casualty,3.50B
CBOE,"Cboe Global Markets, Inc.",Financial,Financial Data & Stock Exchanges,11.24B
NGG,National Grid plc,Utilities,Utilities - Diversified,41.58B
NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,6.78B
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing,2.92B
FFBC,First Financial Bancorp.,Financial,Banks - Regional,2.40B
QTS,"QTS Realty Trust, Inc.",Real Estate,REIT - Industrial,4.01B
PGNY,"Progyny, Inc.",Healthcare,Health Information Services,4.06B
MORF,"Morphic Holding, Inc.",Healthcare,Biotechnology,2.42B
RCKT,"Rocket Pharmaceuticals, Inc.",Healthcare,Biotechnology,3.61B
AIZ,"Assurant, Inc.",Financial,Insurance - Specialty,8.01B
VERX,"Vertex, Inc.",Technology,Software - Application,3.79B
SF,Stifel Financial Corp.,Financial,Capital Markets,6.94B
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,5.12B
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,7.01B
SEER,"Seer, Inc.",Healthcare,Biotechnology,3.05B
SMTC,Semtech Corporation,Technology,Semiconductors,4.62B
BEP,Brookfield Renewable Partners L.P.,Utilities,Utilities - Renewable,11.34B
TRUP,"Trupanion, Inc.",Financial,Insurance - Specialty,3.60B
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,4.42B
ACA,"Arcosa, Inc.",Industrials,Infrastructure Operations,3.11B
PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,2.88B
TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,247.43B
NVRO,Nevro Corp.,Healthcare,Medical Devices,5.32B
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,3.00B
TLS,Telos Corporation,Technology,Information Technology Services,2.05B
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,3.54B
GIL,Gildan Activewear Inc.,Consumer Cyclical,Apparel Manufacturing,6.12B
FCPT,"Four Corners Property Trust, Inc.",Real Estate,REIT - Hotel & Motel,2.16B
NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,4.48B
WK,Workiva Inc.,Technology,Software - Application,4.99B
AZEK,The AZEK Company Inc.,Industrials,Building Products & Equipment,7.21B
PRG,"PROG Holdings, Inc.",Industrials,Rental & Leasing Services,3.36B
ARW,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,8.05B
OLED,Universal Display Corporation,Technology,Semiconductor Equipment & Materials,10.87B
SAGE,"Sage Therapeutics, Inc.",Healthcare,Biotechnology,4.70B
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,86.78B
ONTO,Onto Innovation Inc.,Technology,Semiconductors,3.18B
LEA,Lear Corporation,Consumer Cyclical,Auto Parts,11.23B
WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,4.58B
PPC,Pilgrim's Pride Corporation,Consumer Defensive,Packaged Foods,6.11B
NFE,New Fortress Energy Inc.,Utilities,Utilities - Regulated Gas,7.67B
AGR,"Avangrid, Inc.",Utilities,Utilities - Regulated Electric,14.71B
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,11.52B
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,11.83B
CCU,Compania Cervecerias Unidas S.A.,Consumer Defensive,Beverages - Brewers,3.39B
AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,6.36B
IT,"Gartner, Inc.",Technology,Information Technology Services,16.43B
ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,3.46B
TPTX,"Turning Point Therapeutics, Inc.",Healthcare,Biotechnology,5.43B
DOX,Amdocs Limited,Technology,Software - Infrastructure,10.48B
EVBG,"Everbridge, Inc.",Technology,Software - Application,5.25B
UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,4.36B
WAFD,"Washington Federal, Inc.",Financial,Banks - Regional,2.44B
EXP,Eagle Materials Inc.,Basic Materials,Building Materials,5.68B
GBCI,"Glacier Bancorp, Inc.",Financial,Banks - Regional,5.99B
MIME,Mimecast Limited,Technology,Software - Infrastructure,2.81B
EVTC,"EVERTEC, Inc.",Technology,Software - Infrastructure,2.72B
AVY,Avery Dennison Corporation,Industrials,Business Equipment & Supplies,15.15B
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,9.84B
FMX,"Fomento Economico Mexicano, S.A.B. de C.V.",Consumer Defensive,Beverages - Brewers,24.36B
PFPT,"Proofpoint, Inc.",Technology,Software - Infrastructure,7.46B
SSL,Sasol Limited,Energy,Oil & Gas Integrated,9.44B
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",13.00B
NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,9.44B
QTWO,"Q2 Holdings, Inc.",Technology,Software - Application,6.34B
TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services,4.89B
WRE,Washington Real Estate Investment Trust,Real Estate,REIT - Office,2.04B
NEP,"NextEra Energy Partners, LP",Utilities,Utilities - Renewable,5.71B
MAN,ManpowerGroup Inc.,Industrials,Staffing & Employment Services,5.58B
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,3.12B
TIMB,TIM S.A.,Communication Services,Telecom Services,5.47B
BL,"BlackLine, Inc.",Technology,Software - Infrastructure,6.70B
WWW,"Wolverine World Wide, Inc.",Consumer Cyclical,Footwear & Accessories,3.36B
PPBI,"Pacific Premier Bancorp, Inc.",Financial,Banks - Regional,4.24B
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,4.46B
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,4.52B
WSBC,"WesBanco, Inc.",Financial,Banks - Regional,2.45B
GSBD,"Goldman Sachs BDC, Inc.",Financial,Credit Services,2.01B
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,12.85B
GDOT,Green Dot Corporation,Financial,Credit Services,2.78B
WLTW,Willis Towers Watson Public Limited Company,Financial,Insurance Brokers,28.48B
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction,3.44B
JCOM,"J2 Global, Inc.",Technology,Software - Infrastructure,5.45B
RGEN,Repligen Corporation,Healthcare,Medical Instruments & Supplies,11.14B
TTC,The Toro Company,Industrials,Tools & Accessories,11.04B
SKYW,"SkyWest, Inc.",Industrials,Airlines,2.95B
BECN,"Beacon Roofing Supply, Inc.",Industrials,Building Products & Equipment,3.74B
MSTR,MicroStrategy Incorporated,Technology,Software - Application,7.56B
CDK,"CDK Global, Inc.",Technology,Software - Application,6.45B
SCPL,SciPlay Corporation,Communication Services,Electronic Gaming & Multimedia,2.27B
FUN,"Cedar Fair, L.P.",Consumer Cyclical,Leisure,2.84B
VCEL,Vericel Corporation,Healthcare,Biotechnology,2.15B
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,7.78B
APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,4.08B
GRA,W. R. Grace & Co.,Basic Materials,Specialty Chemicals,4.01B
DIOD,Diodes Incorporated,Technology,Semiconductors,3.77B
OSK,Oshkosh Corporation,Industrials,Farm & Heavy Construction Machinery,7.88B
HUBS,"HubSpot, Inc.",Technology,Software - Application,21.93B
LSXMA,The Liberty SiriusXM Group,Communication Services,Broadcasting,27.90B
ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,3.46B
WBS,Webster Financial Corporation,Financial,Banks - Regional,5.34B
BAP,Credicorp Ltd.,Financial,Banks - Regional,14.54B
TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial,3.93B
QLYS,"Qualys, Inc.",Technology,Software - Infrastructure,4.07B
CM,Canadian Imperial Bank of Commerce,Financial,Banks - Diversified,43.50B
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,8.89B
MAIN,Main Street Capital Corporation,Financial,Asset Management,2.63B
MXL,"MaxLinear, Inc.",Technology,Semiconductors,2.80B
CGNT,Cognyte Software Ltd.,Technology,Software - Infrastructure,2.12B
JBGS,JBG SMITH Properties,Real Estate,REIT - Office,4.31B
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,16.70B
EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,4.99B
IAC,IAC/InterActiveCorp,Communication Services,Internet Content & Information,21.80B
